,state,distnum,distid,party,partname,yearel,origvote,totvote,highestvote,sechighestvote,uniqid,officeexp,share,w_share,inc,next,next_tv
3613,13,35,81,100,D,1956,59534.0,185107.0,124108.0,59534.0,17248,0,0.32418509926923034,0.6758149007307697,0,0.44896763443944654,73562.0
3615,13,35,81,100,D,1958,73562.0,167734.0,90285.0,73562.0,15780,0,0.44896763443944654,0.5510323655605535,0,0.6325064454188176,105738.0
3620,13,35,81,100,D,1964,105738.0,173411.0,105738.0,61435.0,27689,3,0.6325064454188176,0.6325064454188176,1,0.6424651596741134,87453.0
3622,13,35,81,100,D,1966,87453.0,142414.0,87453.0,48668.0,27689,4,0.6424651596741134,0.6424651596741134,1,0.7018549557913627,112640.0
3624,13,35,81,100,D,1968,112640.0,162359.0,112640.0,47849.0,27689,5,0.7018549557913627,0.7018549557913627,1,0.41108813225383445,63012.0
3630,13,35,81,100,D,1974,63012.0,159058.0,90269.0,63012.0,6827,0,0.41108813225383445,0.5889118677461656,0,0.336327257536114,61186.0
3638,13,36,82,100,D,1946,40829.0,120743.0,76372.0,40829.0,2586,0,0.3483673347497035,0.6516326652502965,0,0.4714522609000458,69939.0
3640,13,36,82,100,D,1948,69939.0,155139.0,78409.0,69939.0,20050,0,0.4714522609000458,0.5285477390999541,0,0.30698396993603594,35371.0
3646,13,36,82,100,D,1954,35371.0,116760.0,79850.0,35371.0,5436,0,0.30698396993603594,0.6930160300639641,0,0.29600903371511533,45874.0
3648,13,36,82,100,D,1956,45874.0,156865.0,109101.0,45874.0,3013,0,0.29600903371511533,0.7039909662848847,0,0.34121346129720237,43517.0
3650,13,36,82,100,D,1958,43517.0,129841.0,84019.0,43517.0,16720,0,0.34121346129720237,0.6587865387027977,0,0.25147822788753954,37129.0
3657,13,36,82,100,D,1966,37129.0,164184.0,110514.0,37129.0,28333,0,0.25147822788753954,0.7485217721124605,0,0.24949026072621577,46008.0
3659,13,36,82,100,D,1968,46008.0,196733.0,138400.0,46008.0,17976,0,0.24949026072621577,0.7505097392737842,0,0.6098156068148356,86978.0
3665,13,36,82,100,D,1974,86978.0,151940.0,86978.0,55652.0,16173,0,0.6098156068148356,0.6098156068148356,1,0.676511634530489,118765.0
3674,13,37,83,100,D,1948,35503.0,103849.0,65848.0,35503.0,26610,0,0.35029748103126757,0.6497025189687324,0,0.27548299860199693,36061.0
3680,13,37,83,100,D,1954,36061.0,132365.0,94840.0,36061.0,3677,0,0.27548299860199693,0.7245170013980031,0,0.2772075231112528,52176.0
3682,13,37,83,100,D,1956,52176.0,189874.0,136044.0,52176.0,13501,0,0.2772075231112528,0.7227924768887473,0,0.3330984756197939,50586.0
3684,13,37,83,100,D,1958,50586.0,153915.0,101279.0,50586.0,13501,0,0.3330984756197939,0.6669015243802061,0,0.4483868089709704,80411.0
3690,13,37,83,100,D,1964,80411.0,182630.0,98923.0,80411.0,4694,0,0.4483868089709704,0.5516131910290296,0,0.3068957042173997,46201.0
3692,13,37,83,100,D,1966,46201.0,154226.0,104342.0,46201.0,12931,0,0.3068957042173997,0.6931042957826004,0,0.2819622758502328,50930.0
3694,13,37,83,100,D,1968,50930.0,182526.0,129697.0,50930.0,10979,0,0.2819622758502328,0.7180377241497672,0,0.7746990840646429,80774.0
3700,13,37,83,100,D,1974,80774.0,112116.0,80774.0,23491.0,20840,0,0.7746990840646429,0.7746990840646429,1,0.8016165817011001,95604.0
3708,13,38,84,100,D,1946,24576.0,87958.0,63382.0,24576.0,10323,0,0.2794060801746288,0.7205939198253712,0,0.4196245986233543,48222.0
3710,13,38,84,100,D,1948,48222.0,114917.0,66695.0,48222.0,27087,0,0.4196245986233543,0.5803754013766458,0,0.2747805939759882,39137.0
3716,13,38,84,100,D,1954,39137.0,143693.0,103293.0,39137.0,4373,0,0.2747805939759882,0.7252194060240118,0,0.27489583834753356,51397.0
3718,13,38,84,100,D,1956,51397.0,189049.0,135572.0,51397.0,12413,0,0.27489583834753356,0.7251041616524665,0,0.40886223279420464,64285.0
3720,13,38,84,100,D,1958,64285.0,159750.0,92944.0,64285.0,5656,0,0.40886223279420464,0.5911377672057954,0,0.4022465208747515,60699.0
3726,13,38,84,100,D,1964,60699.0,154380.0,90201.0,60699.0,15263,0,0.4022465208747515,0.5977534791252485,0,0.30346330625328605,35785.0
3741,13,39,85,100,D,1946,21693.0,84535.0,61330.0,21693.0,12978,0,0.26128904038639894,0.738710959613601,0,0.34012887560702276,36421.0
3743,13,39,85,100,D,1948,36421.0,109933.0,70659.0,36421.0,21046,0,0.34012887560702276,0.6598711243929772,0,0.34581337632980824,43753.0
3749,13,39,85,100,D,1954,43753.0,127769.0,82769.0,43753.0,6694,0,0.34581337632980824,0.6541866236701918,0,0.28797928542064216,46934.0
3751,13,39,85,100,D,1956,46934.0,164677.0,116043.0,46934.0,20083,0,0.28797928542064216,0.7120207145793578,0,0.34097765281316816,46568.0
3753,13,39,85,100,D,1958,46568.0,138148.0,90004.0,46568.0,22886,0,0.34097765281316816,0.6590223471868318,0,0.5142029508459627,102602.0
3759,13,39,85,100,D,1964,102602.0,205169.0,102602.0,96934.0,18251,0,0.5142029508459627,0.5142029508459627,1,0.5258360106657798,88545.0
3761,13,39,85,100,D,1966,88545.0,182901.0,88545.0,79844.0,18251,1,0.5258360106657798,0.5258360106657798,1,0.576363679843126,120509.0
3763,13,39,85,100,D,1968,120509.0,220711.0,120509.0,88576.0,18251,2,0.576363679843126,0.576363679843126,1,0.3749481038209904,52381.0
3768,13,39,85,100,D,1974,52381.0,145019.0,87321.0,52381.0,21582,0,0.3749481038209904,0.6250518961790096,0,0.6327762275983085,109986.0
3776,13,40,86,100,D,1946,47785.0,140173.0,84852.0,47785.0,23895,0,0.36026900487797525,0.6397309951220248,0,0.47157302187320793,80589.0
3778,13,40,86,100,D,1948,80589.0,175810.0,90305.0,80589.0,23895,0,0.47157302187320793,0.5284269781267921,0,0.37876294647178393,46956.0
3784,13,40,86,100,D,1954,46956.0,126427.0,77016.0,46956.0,17287,0,0.37876294647178393,0.621237053528216,0,0.3477526775067147,62407.0
3786,13,40,86,100,D,1956,62407.0,181923.0,117051.0,62407.0,13311,0,0.3477526775067147,0.6522473224932853,0,0.37797146290592154,54728.0
3788,13,40,86,100,D,1958,54728.0,148148.0,90066.0,54728.0,17287,0,0.37797146290592154,0.6220285370940785,0,0.47325802781583043,81531.0
3794,13,40,86,100,D,1964,81531.0,176073.0,90745.0,81531.0,13315,0,0.47325802781583043,0.5267419721841696,0,0.36729125648002714,49808.0
3802,13,41,87,100,D,1946,24063.0,92307.0,65975.0,24063.0,23099,0,0.26725382616228704,0.732746173837713,0,0.39947096968249335,45155.0
3804,13,41,87,100,D,1948,45155.0,114911.0,67882.0,45155.0,12639,0,0.39947096968249335,0.6005290303175067,0,0.34820107941808714,52968.0
3811,13,41,87,100,D,1956,52968.0,153927.0,99151.0,52968.0,14447,0,0.34820107941808714,0.6517989205819128,0,0.4937905861381096,58171.0
3813,13,41,87,100,D,1958,58171.0,119994.0,59634.0,58171.0,8697,0,0.4937905861381096,0.5062094138618904,0,0.8120251790753201,123453.0
3826,13,42,88,100,D,1946,38128.0,114890.0,71862.0,38128.0,17360,0,0.346649695426857,0.653350304573143,0,0.4719295924690679,67779.0
3828,13,42,88,100,D,1948,67779.0,148559.0,75842.0,67779.0,20632,0,0.4719295924690679,0.5280704075309322,0,0.40743175588886754,80568.0
3841,13,43,89,100,D,1946,38108.0,114719.0,71758.0,38108.0,18216,0,0.34685890084284493,0.6531410991571551,0,0.5156633327042838,71045.0
3843,13,43,89,100,D,1948,71045.0,142439.0,71045.0,66729.0,28112,0,0.5156633327042838,0.5156633327042838,1,0.3409830247826344,34590.0
3849,13,43,89,100,D,1954,34590.0,103175.0,66852.0,34590.0,7118,0,0.3409830247826344,0.6590169752173656,0,0.3036240666756445,40583.0
3869,14,1,92,100,D,1946,52593.0,123273.0,70680.0,52593.0,2628,0,0.4266384366406269,0.573361563359373,0,0.534264829056575,70165.0
3871,14,1,92,100,D,1948,70165.0,131330.0,70165.0,61165.0,2628,0,0.534264829056575,0.534264829056575,1,0.6150470275703619,68531.0
3877,14,1,92,100,D,1954,68531.0,111424.0,68531.0,42893.0,2628,3,0.6150470275703619,0.6150470275703619,1,0.6269647605264044,74511.0
3879,14,1,92,100,D,1956,74511.0,118844.0,74511.0,44333.0,2628,4,0.6269647605264044,0.6269647605264044,1,0.6469416103846338,67531.0
3881,14,1,92,100,D,1958,67531.0,104385.0,67531.0,36854.0,2628,5,0.6469416103846338,0.6469416103846338,1,0.7182817293662725,129471.0
3887,14,1,92,100,D,1964,129471.0,180251.0,129471.0,50780.0,2628,8,0.7182817293662725,0.7182817293662725,1,0.6606540548467518,90100.0
3889,14,1,92,100,D,1966,90100.0,136380.0,90100.0,46280.0,2628,9,0.6606540548467518,0.6606540548467518,1,0.7473706352545225,113696.0
3891,14,1,92,100,D,1968,113696.0,152128.0,113696.0,38432.0,2628,10,0.7473706352545225,0.7473706352545225,1,0.7651309561375829,96988.0
3896,14,1,92,100,D,1974,96988.0,127901.0,96988.0,29772.0,2628,13,0.7651309561375829,0.7651309561375829,1,0.7444588562926792,117087.0
3898,14,1,92,100,D,1976,117087.0,157278.0,117087.0,40191.0,20354,0,0.7444588562926792,0.7444588562926792,1,0.7492993798120213,148123.0
3902,14,1,92,100,D,1984,148123.0,197682.0,148123.0,49559.0,10053,1,0.7492993798120213,0.7492993798120213,1,0.7474393188461049,88224.0
3904,14,1,92,100,D,1986,88224.0,118035.0,88224.0,29811.0,10053,2,0.7474393188461049,0.7474393188461049,1,0.7631520929539699,128076.0
3906,14,1,92,100,D,1988,128076.0,167825.0,128076.0,39749.0,10053,3,0.7631520929539699,0.7631520929539699,1,0.8151949878950467,99669.0
3912,14,1,92,100,D,1994,99669.0,122264.0,99669.0,22595.0,10053,6,0.8151949878950467,0.8151949878950467,1,0.8750542351636696,145210.0
3918,14,2,93,100,D,1946,66674.0,137148.0,70474.0,66674.0,11528,0,0.48614635284510166,0.5138536471548983,0,0.5434815402677301,82863.0
3920,14,2,93,100,D,1948,82863.0,152467.0,82863.0,69604.0,11528,0,0.5434815402677301,0.5434815402677301,1,0.6124708535897709,80377.0
3926,14,2,93,100,D,1954,80377.0,131234.0,80377.0,50857.0,11528,3,0.6124708535897709,0.6124708535897709,1,0.623235946263206,95567.0
3928,14,2,93,100,D,1956,95567.0,153340.0,95567.0,57773.0,11532,0,0.623235946263206,0.623235946263206,1,0.6628291159702564,84058.0
3930,14,2,93,100,D,1958,84058.0,126817.0,84058.0,42759.0,11532,1,0.6628291159702564,0.6628291159702564,1,0.8024323128139011,125100.0
3936,14,2,93,100,D,1964,125100.0,155901.0,125100.0,30801.0,20700,3,0.8024323128139011,0.8024323128139011,1,0.5992263693497893,76372.0
3938,14,2,93,100,D,1966,76372.0,127451.0,76372.0,51079.0,20700,4,0.5992263693497893,0.5992263693497893,1,0.7002178204342795,102869.0
3940,14,2,93,100,D,1968,102869.0,146910.0,102869.0,44041.0,20700,5,0.7002178204342795,0.7002178204342795,1,0.9166742871774238,200484.0
3949,14,2,93,100,D,1984,200484.0,220295.0,200484.0,18224.0,11589,1,0.9166742871774238,0.9166742871774238,1,0.9839380819188475,128399.0
3951,14,2,93,100,D,1986,128399.0,130495.0,128399.0,2096.0,11589,2,0.9839380819188475,0.9839380819188475,1,0.9371336183886073,184322.0
3952,14,2,93,100,D,1988,184322.0,196687.0,184322.0,12365.0,11589,3,0.9371336183886073,0.9371336183886073,1,0.8587802845195438,120553.0
3958,14,2,93,100,D,1994,120553.0,140377.0,120553.0,19824.0,9562,0,0.8587802845195438,0.8587802845195438,1,0.8799222649452416,168887.0
3968,14,3,94,100,D,1954,61639.0,111341.0,61639.0,49702.0,5125,1,0.5536055900342192,0.5536055900342192,1,0.5994473974610609,71161.0
3970,14,3,94,100,D,1956,71161.0,118711.0,71161.0,47550.0,5125,2,0.5994473974610609,0.5994473974610609,1,0.6353572855458435,65201.0
3972,14,3,94,100,D,1958,65201.0,102621.0,65201.0,37420.0,5125,3,0.6353572855458435,0.6353572855458435,1,0.7201846082545894,111885.0
3978,14,3,94,100,D,1964,111885.0,155356.0,111885.0,43471.0,5125,6,0.7201846082545894,0.7201846082545894,1,0.5664026524221772,64575.0
3980,14,3,94,100,D,1966,64575.0,114009.0,64575.0,49434.0,5125,7,0.5664026524221772,0.5664026524221772,1,0.6129786872374353,75728.0
3982,14,3,94,100,D,1968,75728.0,123541.0,75728.0,47813.0,5125,8,0.6129786872374353,0.6129786872374353,1,0.7353748191890723,98627.0
3988,14,3,94,100,D,1976,98627.0,134118.0,98627.0,35491.0,16562,0,0.7353748191890723,0.7353748191890723,1,0.6412866244179596,152598.0
3992,14,3,94,100,D,1984,152598.0,238786.0,152598.0,85358.0,3947,1,0.6412866244179596,0.6412866244179596,1,0.6177985867951885,107804.0
3994,14,3,94,100,D,1986,107804.0,174497.0,107804.0,66693.0,3947,2,0.6177985867951885,0.6177985867951885,1,0.6321241590869887,135590.0
3996,14,3,94,100,D,1988,135590.0,214499.0,135590.0,78909.0,3947,3,0.6321241590869887,0.6321241590869887,1,0.6267417568673054,92702.0
4002,14,3,94,100,D,1994,92702.0,147911.0,92702.0,55209.0,3947,6,0.6267417568673054,0.6267417568673054,1,0.6889608136472489,121120.0
4008,14,4,95,100,D,1946,49025.0,109952.0,55239.0,49025.0,26182,0,0.4702006445177626,0.5297993554822374,0,0.5826361483820047,70129.0
4010,14,4,95,100,D,1948,70129.0,125995.0,70129.0,50236.0,6001,0,0.5826361483820047,0.5826361483820047,1,0.6574824947077024,60564.0
4016,14,4,95,100,D,1954,60564.0,92214.0,60564.0,31551.0,6001,3,0.6574824947077024,0.6574824947077024,1,0.7255283392421382,63031.0
4019,14,4,95,100,D,1958,63031.0,86876.0,63031.0,23845.0,20700,0,0.7255283392421382,0.7255283392421382,1,0.6412691060676239,135681.0
4025,14,4,95,100,D,1964,135681.0,211582.0,135681.0,75901.0,28584,3,0.6412691060676239,0.6412691060676239,1,0.5188353736352035,98793.0
4027,14,4,95,100,D,1966,98793.0,190413.0,98793.0,91620.0,9064,0,0.5188353736352035,0.5188353736352035,1,0.599030171924068,131810.0
4029,14,4,95,100,D,1968,131810.0,222253.0,131810.0,88229.0,9064,1,0.599030171924068,0.599030171924068,1,0.7097572148419606,123952.0
4035,14,4,95,100,D,1974,123952.0,174640.0,123952.0,50688.0,9064,4,0.7097572148419606,0.7097572148419606,1,0.6751945570623049,144890.0
4037,14,4,95,100,D,1976,144890.0,214590.0,144890.0,69700.0,9064,5,0.6751945570623049,0.6751945570623049,1,0.5679028330403518,114040.0
4041,14,4,95,100,D,1984,114040.0,200809.0,114040.0,86769.0,15907,1,0.5679028330403518,0.5679028330403518,1,0.6095839997735283,86133.0
4043,14,4,95,100,D,1986,86133.0,142594.0,86133.0,55165.0,15907,2,0.6095839997735283,0.6095839997735283,1,0.7030089037252824,124041.0
4045,14,4,95,100,D,1988,124041.0,177699.0,124041.0,52402.0,15907,3,0.7030089037252824,0.7030089037252824,1,0.6417004266689652,119115.0
4051,14,4,95,100,D,1994,119115.0,185624.0,119115.0,66509.0,15789,1,0.6417004266689652,0.6417004266689652,1,0.6422373226339562,142621.0
4057,14,5,96,100,D,1946,56086.0,130032.0,73946.0,56086.0,11623,0,0.43132459702227144,0.5686754029777286,0,0.507271986756707,77221.0
4059,14,5,96,100,D,1948,77221.0,152228.0,77221.0,75007.0,11623,0,0.507271986756707,0.507271986756707,1,0.5502621194862081,87435.0
4065,14,5,96,100,D,1954,87435.0,158897.0,87435.0,71462.0,11623,3,0.5502621194862081,0.5502621194862081,1,0.5334167360304636,107021.0
4067,14,5,96,100,D,1956,107021.0,200633.0,107021.0,93612.0,11623,4,0.5334167360304636,0.5334167360304636,1,0.5525492563525602,100680.0
4069,14,5,96,100,D,1958,100680.0,182210.0,100680.0,81530.0,11623,5,0.5525492563525602,0.5525492563525602,1,0.4040327644271933,56626.0
4079,14,5,96,100,D,1974,56626.0,140152.0,83526.0,56626.0,18476,0,0.4040327644271933,0.5959672355728066,0,0.40451087416223425,81299.0
4081,14,5,96,100,D,1976,81299.0,200981.0,119682.0,81299.0,5342,0,0.40451087416223425,0.5954891258377658,0,0.2740257017350972,53586.0
4085,14,5,96,100,D,1984,53586.0,376716.0,141965.0,53586.0,9478,0,0.2740257017350972,0.7259742982649028,0,0.3425972485946518,45648.0
4087,14,5,96,100,D,1986,45648.0,133241.0,87593.0,45648.0,23570,0,0.3425972485946518,0.6574027514053482,0,0.21791846532559336,42758.0
4098,14,6,97,100,D,1946,58557.0,141228.0,82671.0,58557.0,18630,0,0.41462741099498684,0.5853725890050132,0,0.4303302908923764,65535.0
4100,14,6,97,100,D,1948,65535.0,152290.0,86755.0,65535.0,18630,0,0.4303302908923764,0.5696697091076236,0,0.49407480515944596,72587.0
4106,14,6,97,100,D,1954,72587.0,146915.0,74328.0,72587.0,13032,0,0.49407480515944596,0.5059251948405541,0,0.48463233752769014,85541.0
4108,14,6,97,100,D,1956,85541.0,176507.0,90966.0,85541.0,18630,0,0.48463233752769014,0.5153676624723099,0,0.5540359399055051,83491.0
4110,14,6,97,100,D,1958,83491.0,150696.0,83491.0,67205.0,28584,0,0.5540359399055051,0.5540359399055051,1,0.6205058492572644,144697.0
4116,14,6,97,100,D,1964,144697.0,233192.0,144697.0,88495.0,23399,8,0.6205058492572644,0.6205058492572644,1,0.5614243833028716,91538.0
4118,14,6,97,100,D,1966,91538.0,163046.0,91538.0,71508.0,23399,9,0.5614243833028716,0.5614243833028716,1,0.5674922620135785,90023.0
4130,14,6,97,100,D,1994,90023.0,158633.0,90023.0,68610.0,13523,1,0.5674922620135785,0.5674922620135785,1,0.5899648662767472,115193.0
4136,14,7,98,100,D,1946,38253.0,114274.0,76021.0,38253.0,21258,0,0.3347480616763218,0.6652519383236781,0,0.3810384878468342,56263.0
4138,14,7,98,100,D,1948,56263.0,148996.0,91394.0,56263.0,26982,0,0.3810384878468342,0.6189615121531657,0,0.3912170609732641,65086.0
4143,14,7,98,100,D,1954,65086.0,166368.0,101282.0,65086.0,5203,0,0.3912170609732641,0.6087829390267359,0,0.38091386252516535,84764.0
4145,14,7,98,100,D,1956,84764.0,222528.0,137764.0,84764.0,29878,0,0.38091386252516535,0.6190861374748347,0,0.4079690397985722,78747.0
4147,14,7,98,100,D,1958,78747.0,193022.0,114275.0,78747.0,8887,0,0.4079690397985722,0.5920309602014279,0,0.48850869644168293,123750.0
4153,14,7,98,100,D,1964,123750.0,253322.0,129572.0,123750.0,2295,0,0.48850869644168293,0.5114913035583171,0,0.980809657868532,79782.0
4156,14,7,98,100,D,1968,79782.0,187042.0,79782.0,1561.0,12180,0,0.980809657868532,0.980809657868532,1,0.5584963941858583,89680.0
4159,14,7,98,100,D,1974,89680.0,162295.0,89680.0,70894.0,8963,0,0.5584963941858583,0.5584963941858583,1,0.5411622754964791,109436.0
4161,14,7,98,100,D,1976,109436.0,202224.0,109436.0,92788.0,8963,1,0.5411622754964791,0.5411622754964791,1,0.5008289604996298,124458.0
4165,14,7,98,100,D,1984,124458.0,248504.0,124458.0,124046.0,8965,1,0.5008289604996298,0.5008289604996298,1,0.3871267566439405,69557.0
4167,14,7,98,100,D,1986,69557.0,179675.0,110118.0,69557.0,27174,0,0.3871267566439405,0.6128732433560595,0,0.3218450500148386,73745.0
4169,14,7,98,100,D,1988,73745.0,229132.0,155387.0,73745.0,16277,0,0.3218450500148386,0.6781549499851613,0,0.30328138857215253,59845.0
4175,14,7,98,100,D,1994,59845.0,197325.0,137480.0,59845.0,20638,0,0.30328138857215253,0.6967186114278474,0,0.32607098243809246,79875.0
4181,14,8,99,100,D,1946,34260.0,83456.0,49196.0,34260.0,5817,0,0.4105157208588957,0.5894842791411042,0,0.40794618817015044,42878.0
4183,14,8,99,100,D,1948,42878.0,105107.0,62229.0,42878.0,14359,0,0.40794618817015044,0.5920538118298496,0,0.4875799421565033,59848.0
4189,14,8,99,100,D,1954,59848.0,122745.0,62897.0,59848.0,10554,0,0.4875799421565033,0.5124200578434966,0,0.4406740008673225,77229.0
4191,14,8,99,100,D,1956,77229.0,175252.0,98023.0,77229.0,10554,0,0.4406740008673225,0.5593259991326776,0,0.457127713243887,71583.0
4193,14,8,99,100,D,1958,71583.0,156593.0,85010.0,71583.0,16598,0,0.457127713243887,0.542872286756113,0,0.4890934033487476,107670.0
4199,14,8,99,100,D,1964,107670.0,220142.0,112472.0,107670.0,24596,0,0.4890934033487476,0.5109065966512524,0,0.40450625634088605,47845.0
4201,14,8,99,100,D,1966,47845.0,118280.0,70435.0,47845.0,9499,0,0.40450625634088605,0.595493743659114,0,0.39024958273492993,60324.0
4203,14,8,99,100,D,1968,60324.0,162642.0,94254.0,60324.0,13098,0,0.39024958273492993,0.6097504172650701,0,0.4212390876675274,54815.0
4208,14,8,99,100,D,1974,54815.0,133891.0,75313.0,54815.0,20111,0,0.4212390876675274,0.5787609123324726,0,0.5035193510659985,93855.0
4210,14,8,99,100,D,1976,93855.0,189623.0,93855.0,92543.0,15960,0,0.5035193510659985,0.5035193510659985,1,0.5089272806129825,112648.0
4214,14,8,99,100,D,1984,112648.0,221344.0,112648.0,108696.0,15960,2,0.5089272806129825,0.5089272806129825,1,0.5503408696991873,85731.0
4216,14,8,99,100,D,1986,85731.0,155778.0,85731.0,70047.0,15960,3,0.5503408696991873,0.5503408696991873,1,0.5777836889824662,128153.0
4218,14,8,99,100,D,1988,128153.0,225566.0,128153.0,93648.0,15960,4,0.5777836889824662,0.5777836889824662,1,0.28736988739697406,44559.0
4224,14,8,99,100,D,1994,44559.0,167174.0,110499.0,44559.0,20305,0,0.28736988739697406,0.712630112603026,0,0.37384892675733244,79856.0
4230,14,9,100,100,D,1946,24175.0,88486.0,64311.0,24175.0,5323,0,0.2732070610040006,0.7267929389959994,0,0.3292281177347109,36677.0
4232,14,9,100,100,D,1948,36677.0,111403.0,74726.0,36677.0,26423,0,0.3292281177347109,0.670771882265289,0,0.38072366988968703,54220.0
4240,14,9,100,100,D,1958,54220.0,142413.0,88193.0,54220.0,21742,0,0.38072366988968703,0.6192763301103129,0,0.4231465392412395,81823.0
4246,14,9,100,100,D,1964,81823.0,193368.0,111545.0,81823.0,21005,0,0.4231465392412395,0.5768534607587605,0,0.3737823802353809,48656.0
4248,14,9,100,100,D,1966,48656.0,130172.0,81516.0,48656.0,29366,0,0.3737823802353809,0.6262176197646191,0,0.36023475285316475,56532.0
4250,14,9,100,100,D,1968,56532.0,159573.0,100399.0,56532.0,12417,0,0.36023475285316475,0.6397652471468352,0,0.43483648881239245,56844.0
